GEO UID,Name,Total,Indigenous,"Visible minority, n.i.e.",Multiple visible minorities,Japanese,Korean,West Asian,Southeast Asian,Latin American,Arab,Filipino,Black,Chinese,South Asian,Caucasian
1001105,Portugal Cove South ,150,0,0,0,0,0,0,0,0,0,0,0,0,0,150
4704006,Lone Tree No. 18 ,150,10,0,0,0,0,0,0,0,0,0,0,0,0,140
4817857,Woodland Cree 228 ,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0
4819826,Duncan's 151A ,150,145,0,0,0,0,0,0,0,0,0,0,0,0,5
5923813,Opitsat 1 ,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0
4707032,Wheatlands No. 163 ,149,0,0,0,0,0,0,0,0,0,0,0,0,0,149
4717019,Waseca ,149,25,0,0,0,0,0,0,0,0,0,0,0,0,124
4718075,Turnor Lake ,149,150,0,0,0,0,0,0,0,0,0,0,0,0,-1
4813006,West Cove ,149,0,0,0,0,0,0,0,0,0,0,0,0,0,149
5933802,Douglas Lake 3 ,149,145,0,0,0,0,0,0,0,0,0,0,0,0,4
1103062,Miminegash ,148,15,0,0,0,0,0,0,0,0,0,0,0,0,133
4710824,Day Star 87 ,148,145,0,0,0,0,0,0,0,0,0,0,0,0,3
4711060,Thode ,148,0,0,0,0,0,0,0,10,0,0,0,0,10,128
4717002,Cochin ,148,10,0,0,0,0,0,0,0,0,0,0,0,0,138
4717014,Paynton ,148,20,0,0,0,0,0,0,0,0,0,0,0,0,128
4718807,La Plonge 192 ,148,140,0,0,0,0,0,0,0,0,0,0,0,0,8
5945014,Central Coast E ,148,60,0,0,0,0,0,0,0,0,10,0,0,0,78
5949843,Guhthe Tah 12 ,148,140,0,0,0,0,0,0,0,0,0,0,0,0,8
2429095,Lac-Poulin ,147,0,0,0,0,0,0,0,0,0,0,0,0,0,147
4705805,Sakimay 74 ,147,140,0,0,0,0,0,0,0,0,0,0,0,0,7
4708022,Richmound ,147,0,0,0,0,0,0,0,0,0,0,15,10,0,122
5924817,Cape Mudge 10 ,147,130,0,0,0,0,0,0,0,0,0,0,0,0,17
2492902,Passes-Dangereuses ,146,30,0,0,0,0,0,0,0,0,0,0,0,0,116
1007048,St. Brendan's ,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
1302001,Grand Manan ,145,0,0,0,0,0,0,0,0,0,0,0,0,0,145
2418070,Saint-Antoine-de-l'Isle-aux-Grues ,144,0,0,0,0,0,0,0,0,0,0,0,0,0,144
3556033,Abitibi 70 ,144,140,0,0,0,0,0,0,0,0,0,10,0,0,-6
1007056,"Division No. 7, Subd. A ",143,0,0,0,0,0,0,0,0,0,10,0,0,0,133
4709821,The Key 65 ,143,140,0,0,0,0,0,0,0,0,0,0,0,0,3
4713054,Denzil ,143,10,0,0,0,0,0,0,0,0,0,0,0,0,133
5919815,Malahat 11 ,143,130,0,0,0,0,0,0,0,0,0,0,0,0,13
4713002,Brock ,142,10,0,0,0,0,0,0,0,0,0,0,0,0,132
4813061,Whispering Hills ,142,10,0,0,0,0,0,0,0,0,0,0,0,0,132
5933808,Nooaitch 10 ,142,130,0,0,0,0,0,0,0,0,0,0,0,0,12
2484095,Sheenboro ,141,15,0,0,0,0,0,0,0,0,0,0,0,0,126
5933833,Inkluckcheen ,141,140,0,0,0,0,0,0,0,0,0,0,0,0,1
1207002,Cambridge 32 ,140,105,0,0,0,0,0,0,0,0,0,0,0,0,35
3560069,Rat Portage 38A ,140,130,0,0,0,0,0,0,0,0,0,0,0,0,10
4707058,Canaan No. 225 ,140,0,0,0,0,0,0,0,0,0,0,0,0,0,140
5901804,Columbia Lake 3 ,140,110,0,0,0,0,0,0,0,0,0,0,0,0,30
5955802,West Moberly Lake 168A ,140,130,0,0,0,0,0,0,0,0,0,0,0,0,10
1002039,English Harbour East ,139,0,0,0,0,0,0,0,0,0,0,0,0,0,139
1003002,Rencontre East ,139,10,0,0,0,0,0,0,0,0,0,0,0,0,129
4702018,Happy Valley No. 10 ,139,0,0,0,0,0,0,0,15,0,0,0,0,0,124
5933853,Nuuautin 2 ,139,140,0,0,0,0,0,0,0,0,0,0,0,0,-1
6001007,Teslin Post 13 ,139,115,0,0,0,0,0,0,0,0,0,0,0,0,24
1203009,Bear River ,138,100,0,0,0,0,0,0,0,0,0,0,0,0,38
1308020,Indian Island 28 ,138,135,0,0,0,0,0,0,0,0,0,0,0,0,3
2442070,Kingsbury ,138,10,0,0,0,0,0,0,0,0,0,0,0,0,128
3554066,Gauthier ,138,30,0,0,0,0,0,0,0,0,0,0,0,0,108
4716004,Maymont ,138,15,0,0,0,0,0,0,10,0,0,0,0,0,113
4716077,Chitek Lake ,138,60,0,0,0,0,0,0,0,0,0,0,0,0,78
5931812,Nesuch 3 ,138,135,0,0,0,0,0,0,0,0,0,0,0,0,3
3551044,Sheshegwaning 20 ,137,130,0,0,0,0,0,0,0,0,0,0,0,0,7
4706814,Little Black Bear 84 ,137,135,0,0,0,0,0,0,0,0,0,0,0,0,2
4813007,Yellowstone ,137,15,0,0,0,0,0,0,0,0,0,0,0,0,122
1002026,"Division No. 2, Subd. I ",136,0,0,0,0,0,0,0,0,0,0,0,0,0,136
1003012,Gaultois ,136,0,0,0,0,0,0,0,0,0,0,10,0,0,126
2488904,Lac-Chicobi ,136,0,0,0,0,0,0,0,0,0,0,0,0,0,136
4705044,Gerald ,136,30,0,0,0,0,0,0,0,0,0,0,0,0,106
4708016,Big Stick No. 141 ,136,15,0,0,0,0,0,0,0,0,0,0,0,0,121
5909885,Squiaala ,136,125,0,0,0,0,0,0,0,0,0,0,0,0,11
1001186,Admirals Beach ,135,15,0,0,0,0,0,0,0,0,0,10,0,0,110
3528035,New Credit ,135,120,0,0,0,0,0,0,0,0,0,0,0,0,15
4711042,Wreford No. 280 ,135,15,0,0,0,0,0,0,0,0,0,0,0,0,120
4804006,Empress ,135,10,0,0,0,0,0,0,0,0,0,0,0,0,125
4813017,Sunrise Beach ,135,35,0,0,0,0,0,0,0,0,0,0,10,0,90
1315010,Pabineau 11 ,134,85,0,0,0,0,0,0,0,0,0,0,0,0,49
3551042,Sheguiandah 24 ,134,130,0,0,0,0,0,0,0,0,0,0,0,0,4
4703062,Vanguard ,134,10,0,0,0,0,0,0,0,0,0,0,0,0,124
4717055,Dorintosh ,134,25,0,0,0,0,0,0,0,0,0,0,0,0,109
5941840,Squinas 2 ,134,135,0,0,0,0,0,0,0,0,0,0,0,0,-1
4705006,Welwyn ,133,15,0,0,0,0,0,0,0,0,0,0,0,0,118
1008066,Beachside ,132,10,0,0,0,0,0,0,0,0,0,0,0,0,122
4706081,North Grove ,132,0,0,0,0,0,0,0,0,0,0,0,0,0,132
5931844,Nequatque ,132,125,0,0,0,0,0,0,0,0,0,0,0,0,7
2488010,Rochebaucourt ,131,10,0,0,0,0,0,0,0,0,0,0,0,0,121
3518022,Mississaugas of Scugog Island ,131,85,0,0,0,0,0,0,0,0,0,0,0,0,46
4718071,St. George's Hill ,131,130,0,0,0,0,0,0,0,0,0,0,0,0,1
5909812,Schkam 2 ,131,125,0,0,0,0,0,0,0,0,0,0,0,0,6
1008001,"Division No. 8, Subd. M ",130,10,0,0,0,0,0,0,0,0,0,0,0,0,120
1008062,Port Anson ,130,10,0,0,0,0,0,0,0,0,0,0,0,0,120
2415904,Sagard ,130,10,0,0,0,0,0,0,0,0,0,0,0,0,120
4707072,Riverhurst ,130,10,0,0,0,0,0,0,0,0,0,0,0,0,120
4708034,Pennant ,130,0,0,0,0,0,0,0,0,0,0,0,0,0,130
4713016,Antelope Park No. 322 ,130,10,0,0,0,0,0,0,0,0,0,0,0,0,120
4716063,Medstead ,130,10,0,0,0,0,0,0,0,0,0,0,0,0,120
4816822,Gregoire Lake 176A ,130,125,0,0,0,0,0,0,0,0,0,0,0,0,5
4708048,Abbey ,129,0,0,0,0,0,0,0,0,0,0,0,0,0,129
5917809,Becher Bay 1 ,129,105,0,0,0,0,0,0,0,0,0,0,0,0,24
6102012,Colville Lake ,129,115,0,0,0,0,0,0,0,0,0,0,0,0,14
6103052,Wekweètì ,129,125,0,0,0,0,0,0,0,0,0,0,0,0,4
6204025,Grise Fiord ,129,120,0,0,0,0,0,0,0,0,0,0,0,0,9
1006029,"Division No. 6, Subd. A ",128,10,0,0,0,0,0,0,0,0,0,0,0,0,118
2404020,Rivière-à-Claude ,128,0,0,0,0,0,0,0,0,0,0,0,0,0,128
4718826,Southend No. 200A ,128,115,0,0,0,0,0,0,0,0,0,0,0,0,13
5949820,Bulkley River 19 ,128,125,0,0,0,0,0,0,0,0,0,0,0,0,3
1002055,Little Bay East ,127,0,0,0,0,0,0,0,0,0,0,0,0,0,127
4711041,Simpson ,127,0,0,0,0,0,0,0,0,0,0,0,0,10,117
4816850,Allison Bay 219 ,127,125,0,0,0,0,0,0,0,0,0,0,0,0,2
4817827,Utikoomak Lake 155A ,127,125,0,0,0,0,0,0,0,0,0,0,0,0,2
5939811,Switsemalph ,127,70,0,0,0,0,0,0,0,0,0,0,0,0,57
2471095,L'Île-Cadieux ,126,0,0,0,0,0,0,0,0,0,0,0,0,0,126
4704002,Val Marie ,126,0,0,0,0,0,0,0,0,0,0,0,0,0,126
3558061,Pic Mobert South ,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0
6001032,Upper Liard ,125,105,0,0,0,0,0,0,0,0,0,0,0,0,20
1002040,Baine Harbour ,124,0,0,0,0,0,0,0,0,0,0,0,0,0,124
1007046,Salvage ,124,0,0,0,0,0,0,0,0,0,0,0,0,0,124
3557026,Thessalon 12 ,124,110,0,0,0,0,0,0,0,0,0,0,0,0,14
3560083,Whitefish Bay 34A ,124,125,0,0,0,0,0,0,0,0,0,0,0,0,-1
4713009,Flaxcombe ,124,10,0,0,0,0,0,0,0,0,0,0,0,0,114
6001006,Teslin ,124,45,0,0,0,0,0,10,0,0,0,0,0,0,69
1009034,Cook's Harbour ,123,0,0,0,0,0,0,0,0,0,0,0,0,0,123
2488005,Champneuf ,123,0,0,0,0,0,0,0,0,0,0,0,0,0,123
5915811,Seymour Creek 2 ,123,105,0,0,0,0,0,0,0,0,0,10,0,0,8
5933806,Nicola Lake 1 ,123,120,0,0,0,0,0,0,0,0,0,0,0,0,3
1007039,Sandy Cove ,122,10,0,0,0,0,0,0,0,0,0,0,0,0,112
1009009,"Division No. 9, Subd. A ",121,10,0,0,0,0,0,0,0,0,0,0,0,0,111
4702048,McTaggart ,121,10,0,0,0,0,0,0,0,0,0,0,0,0,111
4716044,Parkside ,121,15,0,0,0,0,0,0,0,0,0,0,0,0,106
5933812,Bonaparte 3 ,121,115,0,0,0,0,0,0,0,0,0,0,0,0,6
4701041,Alida ,120,0,0,0,0,0,0,0,0,0,10,0,0,0,110
4807027,White Sands ,120,0,0,0,0,0,0,0,0,0,0,10,0,0,110
5915801,Semiahmoo ,120,45,0,0,0,0,0,0,10,0,0,0,10,0,55
1003024,"Division No. 3, Subd. F ",119,0,0,0,0,0,0,0,0,0,0,0,0,0,119
4702038,Halbrite ,119,0,0,0,0,0,0,0,0,0,0,0,0,0,119
4706041,Sintaluta ,119,15,0,0,0,0,0,0,0,0,0,10,0,0,94
4707049,Eyebrow ,119,10,0,0,0,0,0,0,0,0,15,0,0,0,94
5923801,Ahahswinis 1 ,119,105,0,0,0,0,0,0,0,0,0,0,0,0,14
6104044,Wrigley ,119,110,0,0,0,0,0,0,0,0,0,0,0,0,9
4707045,Sun Valley ,118,0,0,0,0,0,0,0,0,0,0,0,0,0,118
5955804,Doig River 206 ,118,110,0,0,0,0,0,0,0,0,0,0,0,0,8
1002006,"Division No. 2, Subd. F ",117,0,0,0,0,0,0,0,0,0,0,0,0,0,117
2413075,Saint-Pierre-de-Lamy ,117,10,0,0,0,0,0,0,0,0,0,0,0,0,107
3549076,French River 13 ,117,110,0,0,0,0,0,0,0,0,0,0,0,0,7
4808023,Birchcliff ,117,0,0,0,0,0,0,0,0,0,0,0,0,20,97
3553040,Wahnapitei 11 ,116,100,0,0,0,0,0,0,0,0,0,0,0,0,16
5909882,Squawkum Creek 3 ,116,115,0,0,0,0,0,0,0,0,0,0,0,0,1
1001192,St. Joseph's ,115,0,0,0,0,0,0,0,0,0,0,0,0,0,115
3559061,Rainy Lake 18C ,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0
4701018,North Portal ,115,10,0,0,0,0,0,0,0,0,0,0,0,0,105
4703041,Limerick ,115,0,0,0,0,0,0,0,0,0,0,0,0,0,115
4602026,Roseau Rapids 2A ,114,115,0,0,0,0,0,0,0,0,0,0,0,0,-1
4811004,Grandview ,114,0,0,0,0,0,0,0,0,0,0,0,0,0,114
5957803,Five Mile Point 3 ,114,110,0,0,0,0,0,0,0,0,0,0,0,0,4
4702079,Creelman ,113,0,0,0,0,0,0,0,0,0,0,0,0,0,113
4706073,Bulyea ,113,10,0,0,0,0,0,0,0,0,0,0,0,0,103
4707029,Chaplin No. 164 ,113,0,0,0,0,0,0,0,0,0,0,0,0,0,113
4707043,Tuxford ,113,0,0,0,0,0,0,0,0,0,0,0,0,0,113
3554038,Thornloe ,112,0,0,0,0,0,0,0,0,0,0,0,0,0,112
4705055,Bird's Point ,112,0,0,0,0,0,0,0,0,0,0,0,0,0,112
4807016,Halkirk ,112,0,0,0,0,0,0,0,0,0,0,0,0,0,112
5903807,Creston 1 ,112,100,0,0,0,0,0,0,0,0,0,0,0,0,12
5951829,Babine 25 ,112,110,0,0,0,0,0,0,0,0,0,0,0,0,2
1010006,West St. Modeste ,111,15,0,0,0,0,0,0,0,0,0,0,0,0,96
4702028,Ceylon ,111,0,0,0,0,0,0,0,0,0,0,0,0,0,111
4703051,Kincaid ,111,0,0,0,0,0,0,0,0,0,0,0,0,0,111
4705807,Shesheep 74A ,111,0,0,0,0,0,0,0,0,0,0,0,0,0,111
4717005,Aquadeo ,111,0,0,0,0,0,0,0,0,0,0,0,0,0,111
4804016,Cereal ,111,0,0,0,0,0,0,0,0,0,15,0,0,0,96
5917815,Gordon River 2 ,111,85,0,0,0,0,0,0,0,0,0,0,0,0,26
5931816,Fountain 1 ,111,110,0,0,0,0,0,0,0,0,0,0,0,0,1
5949819,Babine 17 ,111,110,0,0,0,0,0,0,0,0,0,0,0,0,1
4701019,Roche Percée ,110,10,0,0,0,0,0,0,0,0,0,0,0,0,100
4708021,Enterprise No. 142 ,110,0,0,0,0,0,0,0,0,0,0,0,0,0,110
4811008,Ma-Me-O Beach ,110,15,0,0,0,0,0,0,0,0,0,0,0,0,95
4813053,Bondiss ,110,0,0,0,0,0,0,0,0,0,0,0,0,0,110
5909878,Matsqui Main 2 ,110,90,0,0,0,0,0,0,0,0,0,0,0,0,20
4708061,Deer Forks No. 232 ,109,0,0,0,0,0,0,0,0,0,0,0,0,0,109
2497904,Lac-Walker ,108,0,0,0,0,0,0,0,0,0,0,0,0,0,108
4701044,Storthoaks ,108,0,0,0,0,0,0,0,0,0,0,0,0,0,108
4711021,Loreburn ,107,10,10,0,0,0,0,0,0,0,0,0,0,0,87
5924029,Zeballos ,107,20,0,0,0,0,0,0,0,0,10,0,0,0,77
5931807,Stawamus 24 ,107,100,0,0,0,0,0,0,0,0,0,0,0,0,7
5941850,Toosey 1 ,107,110,0,0,0,0,0,0,0,0,0,0,0,0,-3
4622064,Ilford ,106,105,0,0,0,0,0,0,0,0,0,0,0,0,1
4708029,Hazlet ,106,0,0,20,0,0,0,0,0,0,0,0,0,0,86
5959810,Prophet River 4 ,106,100,0,0,0,0,0,0,0,0,0,0,0,0,6
6105003,Enterprise ,106,45,0,0,0,0,0,0,0,0,0,0,0,0,61
1008063,Little Bay ,105,0,0,0,0,0,0,0,0,0,0,0,0,0,105
1008092,Coachman's Cove ,105,10,0,0,0,0,0,0,0,0,0,0,0,0,95
4709024,Sheho ,105,10,0,0,0,0,0,0,0,0,0,0,0,0,95
4803003,Improvement District No. 4 Waterton ,105,0,0,0,0,0,0,25,10,0,10,0,0,0,60
4817855,Desmarais ,105,25,0,0,0,0,0,0,0,0,0,0,0,10,70
5953801,Fort George ,105,100,0,0,0,0,0,0,0,0,0,0,0,0,5
1008098,Miles Cove ,104,0,0,0,0,0,0,0,0,0,0,0,0,0,104
2485804,Winneway ,104,105,0,0,0,0,0,0,0,0,0,0,0,0,-1
3548091,"Nipissing, Unorganized, South Part ",103,20,0,0,0,0,0,0,0,0,0,0,0,0,83
4811005,Poplar Bay ,103,0,0,0,0,0,0,0,0,0,0,0,0,0,103
5919803,Tsussie 6 ,103,100,0,0,0,0,0,0,0,0,0,0,0,0,3
6101041,Sachs Harbour ,103,90,0,0,0,0,0,0,0,0,0,0,0,0,13
1001225,Point Lance ,102,0,0,0,0,0,0,0,0,0,0,0,0,0,102
5941809,Quesnel 1 ,102,100,0,0,0,0,0,0,0,0,0,0,0,0,2
1003020,Morrisville ,101,15,0,0,0,0,0,0,0,0,0,0,0,0,86
3549078,Magnetewan 1 ,101,95,10,0,0,0,0,0,0,0,0,0,0,0,-4
4617092,"Division No. 17, Unorganized ",101,10,0,0,0,0,0,0,0,0,0,0,0,0,91
4707004,Hillsborough No. 132 ,101,15,0,0,0,0,0,0,0,0,0,0,0,0,86
4710028,Quinton ,101,70,0,0,0,0,0,0,0,0,0,0,0,0,31
4714039,Mistatim ,101,0,0,0,0,0,0,0,0,0,0,0,0,0,101
1001214,"Division No. 1, Subd. C ",100,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4711078,Meacham ,99,30,0,0,0,0,0,0,0,0,0,0,0,0,69
4816852,Dog Head 218 ,99,100,0,0,0,0,0,0,0,0,0,0,0,0,-1
5949041,Kitimat-Stikine D ,99,35,0,0,0,0,0,0,0,0,0,0,0,0,64
3559053,Saug-a-Gaw-Sing 1 ,98,100,0,0,0,0,0,0,0,0,0,0,0,0,-2
4706068,Dilke ,98,0,0,0,0,0,0,0,0,0,0,0,0,0,98
2444005,Saint-Venant-de-Paquette ,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97
3554032,Brethour ,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97
4707044,Marquis ,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97
4715003,St. Gregor ,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97
1308003,Buctouche 16 ,96,85,0,0,0,0,0,0,0,0,0,0,0,0,11
3560005,Whitefish Bay 33A ,96,100,0,0,0,0,0,0,0,0,0,0,0,0,-4
4710054,Jansen ,96,0,0,0,0,0,0,0,0,0,0,0,0,0,96
4813003,Nakamun Park ,96,0,0,0,0,0,0,0,0,0,0,0,0,0,96
4817859,Fort Vermilion 173B ,96,95,0,0,0,0,0,0,0,0,0,0,0,0,1
1206011,Gold River 21 ,95,75,0,0,0,0,0,0,0,0,0,0,0,0,20
2429020,Saint-Hilaire-de-Dorset ,95,0,0,0,0,0,0,0,0,0,0,0,0,0,95
3560060,Northwest Angle 33B ,95,,,,,,,,,,,,,,95
4710012,Lestock ,95,65,0,0,0,0,0,0,0,0,0,0,0,0,30
2496902,Rivière-aux-Outardes ,94,0,0,0,0,0,0,0,0,0,0,0,0,0,94
3556102,New Post 69A ,94,90,0,0,0,0,0,0,0,0,0,0,0,0,4
4708054,Sceptre ,94,0,0,0,0,0,0,0,0,0,0,0,0,0,94
5915816,McMillan Island 6 ,94,90,0,0,0,0,0,0,0,0,0,0,0,0,4
5917802,Union Bay 4 ,94,85,0,0,0,0,0,0,0,0,0,0,0,0,9
5923823,Esowista 3 ,94,95,0,0,0,0,0,0,0,0,0,0,0,0,-1
6001042,Beaver Creek ,93,35,0,0,0,0,0,0,0,0,10,0,0,0,48
4704029,Cadillac ,92,10,0,0,0,0,0,0,0,0,0,0,0,0,82
4717816,Eagles Lake 165C ,92,90,0,0,0,0,0,0,0,0,0,0,0,0,2
4815045,Ranchland No. 66 ,92,0,0,0,0,0,0,0,0,0,0,0,0,0,92
2492904,Rivière-Mistassini ,91,0,0,0,0,0,0,0,0,0,0,0,0,0,91
4705042,Tantallon ,91,0,0,0,0,0,0,0,0,0,0,0,0,0,91
4708039,Stewart Valley ,91,20,0,0,0,0,0,0,0,0,0,0,0,0,71
4805009,Milo ,91,0,0,0,0,0,0,0,0,0,0,0,0,0,91
5941805,Deep Creek 2 ,91,80,0,0,0,0,0,0,0,0,0,0,0,0,11
5941808,Lohbiee 3 ,91,90,0,0,0,0,0,0,0,0,0,0,0,0,1
1007027,King's Cove ,90,10,0,0,0,0,0,0,0,0,0,0,0,0,80
3558080,Ojibway Nation of Saugeen ,90,85,0,0,0,0,0,0,0,0,0,0,0,0,5
4706064,Chamberlain ,90,15,0,0,0,15,0,0,0,0,0,0,0,0,60
4707006,Rodgers No. 133 ,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90
4709002,Calder ,90,10,0,0,0,0,0,0,0,0,0,0,0,0,80
4709069,Stenen ,90,0,0,0,0,0,0,0,0,0,20,0,0,0,70
4710043,Elfros ,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90
4813045,Mewatha Beach ,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90
5909807,Ohamil 1 ,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0
5933849,Siska Flat ,90,85,0,0,0,0,0,0,0,0,0,0,0,0,5
5941837,Nazco 20 ,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0
5945803,Katit 1 ,90,85,0,0,0,0,0,0,0,0,0,0,0,0,5
1003021,"Division No. 3, Subd. E ",89,0,0,0,0,0,0,0,0,0,0,0,0,0,89
1314026,Indian Ranch ,89,75,0,0,0,0,0,0,0,0,0,0,0,0,14
3558063,Pays Plat 51 ,89,85,0,0,0,0,0,0,0,0,0,0,0,0,4
4714068,Tobin Lake ,89,0,0,0,0,0,0,0,0,0,0,0,0,0,89
1001565,"Division No. 1, Subd. D ",88,0,0,0,0,0,0,0,0,0,0,0,0,0,88
1002015,Point au Gaul ,88,0,0,0,0,0,0,0,0,0,0,0,0,0,88
1010007,Pinware ,88,15,0,0,0,0,0,0,0,0,0,0,0,0,73
4706075,Kannata Valley ,88,0,0,0,0,0,0,0,0,0,0,0,0,0,88
4706820,Wa-Pii Moos-Toosis ,88,85,0,0,0,0,0,0,0,0,0,0,0,0,3
4716002,Denholm ,88,0,0,0,0,0,0,0,0,0,0,0,0,0,88
5924836,Ehatis 11 ,88,90,0,0,0,0,0,0,0,0,0,0,0,0,-2
5947810,S1/2 Tsimpsean 2 ,88,85,0,0,0,0,0,0,0,0,0,0,0,0,3
6104006,Sambaa K'e ,88,85,0,0,0,0,0,0,0,0,0,0,0,0,3
1003038,"Division No. 3, Subd. I ",87,15,0,0,0,0,0,0,0,0,0,0,0,0,72
2462912,Saint-Guillaume-Nord ,87,0,0,0,0,0,0,0,0,0,0,0,0,0,87
4703061,Neville ,87,10,0,0,0,0,0,0,0,0,0,0,0,0,77
5949807,Kulspai 6 ,87,80,0,0,0,0,0,0,0,0,0,0,0,0,7
5951801,Ye Koo Che 3 ,87,85,0,0,0,0,0,0,0,0,0,0,0,0,2
5953802,McLeod Lake 1 ,87,80,0,0,0,0,0,0,0,0,0,0,0,0,7
6104010,Nahanni Butte ,87,85,0,0,0,0,0,0,0,0,0,0,0,0,2
2408010,Saint-Jean-de-Cherbourg ,86,0,0,0,0,0,0,0,0,0,0,0,0,0,86
2487904,Rivière-Ojima ,86,15,0,0,0,0,0,0,0,0,0,0,0,0,71
2498035,Baie-Johan-Beetz ,86,20,0,0,0,0,0,0,0,0,0,0,0,0,66
4709038,Togo ,86,10,0,0,0,0,0,0,0,0,0,0,0,0,76
4715085,Albertville ,86,15,0,0,0,0,0,0,0,0,0,0,0,0,71
4807028,Rochon Sands ,86,0,0,0,0,0,0,0,0,0,0,0,0,0,86
5949810,Coryatsaqua ,86,80,0,0,0,0,0,0,0,0,0,0,0,0,6
5951828,Babine 6 ,86,80,0,0,0,0,0,0,0,0,0,0,0,0,6
1008070,Nippers Harbour ,85,0,0,0,0,0,0,0,0,0,0,0,0,0,85
3552054,Duck Lake 76B ,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0
4706022,Belle Plaine ,85,15,0,0,0,0,0,0,0,0,0,0,0,0,70
4711028,Broderick ,85,15,0,0,0,0,0,0,0,0,0,0,0,0,70
5909845,Skookumchuck 4 ,85,80,0,0,0,0,0,0,0,0,0,0,0,0,5
4705002,Fleming ,84,0,0,0,0,0,0,0,0,0,0,0,0,0,84
4715046,St. Benedict ,84,20,0,0,0,0,0,0,0,0,0,0,0,0,64
4717042,Kivimaa-Moonlight Bay ,84,10,0,0,0,0,0,0,0,0,0,0,0,0,74
4717057,Makwa ,84,20,0,0,0,0,0,0,0,0,0,0,0,0,64
4812011,Bonnyville Beach ,84,0,0,0,0,0,0,0,0,0,0,0,0,0,84
5909826,Skway 5 ,84,75,0,0,0,0,0,0,0,0,10,0,0,0,-1
5933872,Marble Canyon 3 ,84,80,0,0,0,0,0,0,0,0,0,0,0,0,4
5951818,Cheslatta 1 ,84,80,0,0,0,0,0,0,0,0,0,0,0,0,4
4706003,Kendal ,83,10,0,0,0,0,0,0,0,0,0,0,0,0,73
4710072,Margo ,83,0,0,0,0,0,0,0,0,0,0,0,0,0,83
4711002,Duval ,83,0,0,0,0,0,0,0,0,0,0,0,0,0,83
5907809,Ashnola 10 ,83,80,0,0,0,0,0,0,0,0,0,0,0,0,3
2485905,Laniel ,82,0,0,0,0,0,0,0,0,0,0,0,0,0,82
4620066,"Division No. 20, Unorganized, South Part ",82,10,0,0,0,0,0,0,0,0,0,0,0,0,72
4718012,Timber Bay ,82,80,0,0,0,0,0,0,0,0,0,0,0,0,2
4815027,Ghost Lake ,82,0,0,0,0,0,0,0,0,0,0,0,0,0,82
5923803,Anacla 12 ,82,80,0,0,0,0,0,0,0,0,0,0,0,0,2
1006028,Millertown ,81,0,0,0,0,0,0,0,0,0,0,0,0,0,81
1207027,Glooscap 35 ,81,70,0,0,0,0,0,0,0,0,0,0,0,0,11
4718821,Sturgeon Weir 184F ,81,80,0,0,0,0,0,0,0,0,0,0,0,0,1
4808027,Sunbreaker Cove ,81,0,0,0,0,0,0,0,0,0,0,0,0,10,71
5907805,Chopaka 7 & 8 ,81,70,0,0,0,0,0,0,0,0,0,0,0,0,11
5957813,Lower Post ,81,80,0,0,0,0,0,0,0,0,0,0,0,0,1
1001144,Aquaforte ,80,0,0,0,0,0,0,0,0,0,0,0,0,0,80
1001207,Colinet ,80,0,0,0,0,0,0,0,0,0,0,0,0,0,80
4709056,Rama ,80,10,0,0,0,0,0,0,0,0,0,0,0,0,70
4712008,Zealandia ,80,0,0,0,0,0,0,0,0,0,0,0,0,0,80
4717004,Metinota ,80,10,0,0,0,0,0,0,0,0,0,0,0,0,70
5909875,Q'alatkú7em ,80,,,,,,,,,,,,,,80
5933832,Klickkumcheen 18 ,80,75,0,0,0,0,0,0,0,0,0,0,0,0,5
4706060,Wee Too Beach ,79,0,0,0,0,0,0,0,0,0,0,0,0,0,79
4712014,Wiseton ,79,10,0,0,0,0,0,0,0,0,0,0,0,0,69
5941806,Dog Creek 1 ,79,70,0,0,0,0,0,0,0,0,0,0,0,0,9
4616025,Gambler 63 ,78,75,0,0,0,0,0,0,0,0,0,0,0,0,3
4711009,Liberty ,78,0,0,0,0,0,0,0,0,0,0,0,0,0,78
5943813,Quaee 7 ,78,75,0,0,0,0,0,0,0,0,0,0,0,0,3
3557078,Gros Cap 49 ,77,70,0,0,0,0,0,0,0,0,0,0,0,0,7
4707074,Mistusinne ,77,,,,,,,,,,,,,,77
5919816,Oyster Bay 12 ,77,80,0,0,0,0,0,0,0,0,0,0,0,0,-3
6104013,Jean Marie River ,77,80,0,0,0,0,0,0,0,0,0,0,0,0,-3
